"dis1","dis2","Count"
"前列腺恶性肿瘤","冠状动脉粥样硬化性心脏病",2
"前列腺恶性肿瘤","混合性贫血",1
"前列腺恶性肿瘤","慢性肾功能衰竭",1
"前列腺恶性肿瘤","泌尿道出血",1
"前列腺恶性肿瘤","泌尿道感染",9
"前列腺恶性肿瘤","脑出血",1
"前列腺恶性肿瘤","脑梗死",2
"前列腺恶性肿瘤","脑梗死个人史",1
"前列腺恶性肿瘤","脑梗死后遗症",4
"前列腺恶性肿瘤","尿道出血",1
"前列腺恶性肿瘤","尿潴留",10
"前列腺恶性肿瘤","膀胱继发恶性肿瘤",1
"前列腺恶性肿瘤","膀胱造口状态",1
"前列腺恶性肿瘤","贫血",1
"前列腺恶性肿瘤","肾造瘘管移位",1
"前列腺恶性肿瘤","糖尿病",1
"前列腺恶性肿瘤","特指肾盂积水",4
"前列腺恶性肿瘤","胃间质细胞瘤",1
"前列腺恶性肿瘤","无症状性菌尿",1
"前列腺恶性肿瘤","下肢血栓性静脉炎",1
"前列腺恶性肿瘤","心律失常",2
"前列腺恶性肿瘤","血尿",3
"前列腺恶性肿瘤","药物性血小板减少症",1
"前列腺恶性肿瘤","重度贫血",1
"前列腺恶性肿瘤","纵隔淋巴结继发恶性肿瘤",2
"前列腺原位癌","低蛋白血症",1
"前列腺原位癌","肺结核",1
"前列腺原位癌","高血压病",1
"前列腺原位癌","尿潴留",1
"前列腺肿瘤","肺气肿",1
"前列腺肿瘤","慢性支气管炎",1
"前列腺肿瘤","尿潴留",1
"前纵隔恶性肿瘤","类固醇性糖尿病",1
"前纵隔恶性肿瘤","肾病综合征",1
"前纵隔恶性肿瘤","血胸",1
"躯干部血管瘤","肢体血管瘤",1
"躯干恶性黑色素瘤","混合性贫血",1
"躯干恶性黑色素瘤","中度贫血",1
"躯干骨继发恶性肿瘤","下腔静脉血栓形成",1
"躯干继发性恶性肿瘤","腹腔继发性恶性肿瘤",1
"躯干继发性恶性肿瘤","液气胸",1
"躯干皮肤和皮下组织良性脂肪瘤样肿瘤","高血压I期",2
"躯干皮肤和皮下组织良性脂肪瘤样肿瘤","高脂血症",1
"躯干皮肤和皮下组织良性脂肪瘤样肿瘤","上颌窦囊肿",1
"躯干皮肤和皮下组织良性脂肪瘤样肿瘤","腰骶椎间盘突出伴脊髓病",1
"躯干皮肤和皮下组织良性脂肪瘤样肿瘤","腰椎间盘突出",1
"躯干脂肪瘤","缺铁性贫血",1
"躯干周围神经和自主神经良性肿瘤","神经官能症",1
"全身性广泛继发恶性肿瘤","2型糖尿病",1
"全身性广泛继发恶性肿瘤","低蛋白血症",1
"全身性广泛继发恶性肿瘤","恶性腹水",1
"全身性广泛继发恶性肿瘤","甲状腺机能亢进症",1
"全身性广泛继发恶性肿瘤","心房纤颤和扑动",1
"桡骨良性肿瘤","肱骨良性肿瘤",1
"桡骨良性肿瘤","过敏性皮炎",1
"桡骨良性肿瘤","桡骨上端骨折",1
"乳房良性肿瘤","肝囊肿",1
"乳房良性肿瘤","乳腺增生",1
"乳房佩吉特氏病伴浸润性导管癌","胆囊结石",1
"乳房佩吉特氏病伴浸润性导管癌","肺继发性恶性肿瘤",3
"乳房佩吉特氏病伴浸润性导管癌","肝继发性恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","高胆固醇血症",1
"乳房佩吉特氏病伴浸润性导管癌","高血压",5
"乳房佩吉特氏病伴浸润性导管癌","骨髓继发恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","淋巴结继发恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","脑梗塞后遗症",1
"乳房佩吉特氏病伴浸润性导管癌","锁骨上淋巴结继发恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","胸壁继发性恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","胸腔积液",1
"乳房佩吉特氏病伴浸润性导管癌","腋窝淋巴结继发恶性肿瘤",1
"乳房佩吉特氏病伴浸润性导管癌","子宫平滑肌瘤",1
"乳房皮肤良性肿瘤","胰腺恶性肿瘤个人史",1
"乳房上外象限恶性肿瘤","高血压病",1
"乳房上外象限恶性肿瘤","腋下淋巴结继发恶性肿瘤",1
"乳房下外象限恶性肿瘤","脑梗死后遗症",1
"乳房腋尾部恶性肿瘤","放疗后恢复期",1
"乳房脂肪瘤","多形细胞性脂肪肉瘤",1
"乳房脂肪瘤","高血压I",1
"乳腺恶性肿瘤，内侧","2型糖尿病",1
"乳腺恶性肿瘤，内侧","高血压Ⅲ期",1
"乳腺恶性肿瘤，内侧","高血压病",2
"乳腺恶性肿瘤，内侧","化疗后骨髓抑制",1
"乳腺恶性肿瘤，上部","高血压I期",1
"乳腺恶性肿瘤，上部","高血压病",1
"乳腺恶性肿瘤，上部","胸腔积液",1
"乳腺恶性肿瘤，外侧","2型糖尿病",2
"乳腺恶性肿瘤，外侧","高血压Ⅱ期",1
"乳腺恶性肿瘤，外侧","支气管炎",1
"乳腺恶性肿瘤","2型糖尿病",7
"乳腺恶性肿瘤","代谢性酸中毒",1
"乳腺恶性肿瘤","电解质代谢紊乱",1
"乳腺恶性肿瘤","对症治疗",1
"乳腺恶性肿瘤","多囊肾",1
"乳腺恶性肿瘤","肺部感染",2
"乳腺恶性肿瘤","肺继发恶性肿瘤",10
"乳腺恶性肿瘤","风湿性关节炎",1
"乳腺恶性肿瘤","肝继发恶性肿瘤",7
"乳腺恶性肿瘤","肝囊肿",1
"乳腺恶性肿瘤","高血压Ⅱ期",1
"乳腺恶性肿瘤","高血压I期",1
"乳腺恶性肿瘤","高血压病",13
"乳腺恶性肿瘤","梗阻性黄疸",2
"乳腺恶性肿瘤","骨继发恶性肿瘤",11
"乳腺恶性肿瘤","呼吸衰竭",1
"乳腺恶性肿瘤","急性肝功能衰竭",1
"乳腺恶性肿瘤","急性冠周炎",1
"乳腺恶性肿瘤","急性粒细胞缺乏症",1
"乳腺恶性肿瘤","急性牙髓源性根尖牙周炎",1
"乳腺恶性肿瘤","颈部淋巴结继发恶性肿瘤",5
"乳腺恶性肿瘤","扩张型心肌病",2
"乳腺恶性肿瘤","类风湿性关节炎",1
"乳腺恶性肿瘤","粒细胞缺乏",3
"乳腺恶性肿瘤","淋巴管炎",1
"乳腺恶性肿瘤","卵巢肿瘤",1
"乳腺恶性肿瘤","慢性肺源性心脏病",1
"乳腺恶性肿瘤","慢性阻塞性肺病",2
"乳腺恶性肿瘤","慢性阻塞性肺病伴急性加重",1
"乳腺恶性肿瘤","脑梗死",1
"乳腺恶性肿瘤","脑继发恶性肿瘤",3
"乳腺恶性肿瘤","脑疝",1
"乳腺恶性肿瘤","皮肤继发恶性肿瘤",1
"乳腺恶性肿瘤","脾继发恶性肿瘤",1
"乳腺恶性肿瘤","贫血",1
"乳腺恶性肿瘤","腔隙性脑梗死",1
"乳腺恶性肿瘤","强直性脊柱炎后凸畸形",2
"乳腺恶性肿瘤","取除骨折内固定装置",1
"乳腺恶性肿瘤","上颌窦恶性肿瘤",1
"乳腺恶性肿瘤","肾后天性缺失",1
"乳腺恶性肿瘤","手术后恶性肿瘤化学治疗",1
"乳腺恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",5
"乳腺恶性肿瘤","锁骨下淋巴结继发恶性肿瘤",1
"乳腺恶性肿瘤","特指部位继发性恶性肿瘤",1
"乳腺恶性肿瘤","胃恶性肿瘤个人史",1
"乳腺恶性肿瘤","下肢深静脉血栓性静脉炎",1
"乳腺恶性肿瘤","心功能Ⅳ级",1
"乳腺恶性肿瘤","心功能不全",1
"乳腺恶性肿瘤","心律失常",1
"乳腺恶性肿瘤","心脏扩大",1
"乳腺恶性肿瘤","胸壁淋巴结继发恶性肿瘤",1
"乳腺恶性肿瘤","胸部结缔组织和软组织恶性肿瘤",1
"乳腺恶性肿瘤","胸内淋巴结继发恶性肿瘤",1
"乳腺恶性肿瘤","胸腔积液",3
"乳腺恶性肿瘤","腋下淋巴结继发恶性肿瘤",4
"乳腺恶性肿瘤","支气管炎",1
"乳腺恶性肿瘤","脂肪肝",2
"乳腺恶性肿瘤","子宫切除术后状态",1
"乳腺恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"乳腺恶性肿瘤","纵隔淋巴结肿大",1
"乳腺良性肿瘤","胆囊炎",1
"乳腺良性肿瘤","高血压I期",1
"乳腺良性肿瘤","高血压病",3
"乳腺良性肿瘤","骨质疏松",1
"乳腺良性肿瘤","慢性胃炎",1
"乳腺良性肿瘤","屈光不正",1
"乳腺良性肿瘤","脂肪肝",1
"乳腺良性肿瘤","子宫平滑肌瘤",1
"乳腺原位癌","卵巢良性肿瘤",1
"乳腺原位癌","青光眼术后无前房",1
"乳腺肿瘤","2型糖尿病",1
"腮腺良性肿瘤","鼻腔息肉",1
"腮腺良性肿瘤","高血压",1
"腮腺良性肿瘤","慢性鼻窦炎",1
"腮腺良性肿瘤","心律失常",1
"腮腺肿瘤","不稳定性心绞痛",1
"腮腺肿瘤","冠状动脉粥样硬化性心脏病",1
"腮腺肿瘤","糖尿病",1
"上颌窦恶性肿瘤","单纯性肾囊肿",1
"上颌窦恶性肿瘤","电解质代谢紊乱",1
"上颌窦恶性肿瘤","肺部感染",1
"上颌窦恶性肿瘤","肝脏结节",1
"上颌窦恶性肿瘤","骨继发恶性肿瘤",1
"上颌骨恶性肿瘤","高血压Ⅱ期",1
"上颌骨恶性肿瘤","脂肪肝",1
"上颌软组织恶性肿瘤","高血压病",1
"上叶，支气管或肺的恶性肿瘤","低蛋白血症",1
"上叶，支气管或肺的恶性肿瘤","电解质代谢紊乱",1
"上叶，支气管或肺的恶性肿瘤","支气管炎",1
"上肢恶性肿瘤","肺继发恶性肿瘤",1
"上肢恶性肿瘤","腋下继发性恶性肿瘤",1
"上肢皮肤恶性肿瘤，包括肩","高血压",1
"舌根肿瘤","特指口咽良性肿瘤",1
"肾恶性肿瘤","2型糖尿病",3
"肾恶性肿瘤","带状疱疹",1
"肾恶性肿瘤","单纯性肾囊肿",2
"肾恶性肿瘤","低蛋白血症",3
"肾恶性肿瘤","肺部感染",1
"肾恶性肿瘤","肺间质纤维化(炎症后)",1
"肾恶性肿瘤","肺水肿",1
"肾恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"肾恶性肿瘤","肝血管瘤病",1
"肾恶性肿瘤","高血压",1
"肾恶性肿瘤","高血压I期",3
"肾恶性肿瘤","高血压病",1
"肾恶性肿瘤","骨继发恶性肿瘤",3
"肾恶性肿瘤","后天性肾囊肿",1
"肾恶性肿瘤","急性肾盂肾炎",1
"肾恶性肿瘤","急性透壁广泛前壁心肌梗塞",1
"肾恶性肿瘤","淋巴结肿大",1
"肾恶性肿瘤","泌尿道出血",1
"肾恶性肿瘤","泌尿道感染",6
"肾恶性肿瘤","脑梗死后遗症",1
"肾恶性肿瘤","膀胱炎",1
"肾恶性肿瘤","贫血",1
"肾恶性肿瘤","前列腺增生",2
"肾恶性肿瘤","腔隙性脑梗死",1
"肾恶性肿瘤","糖尿病",1
"肾恶性肿瘤","特指肾盂积水",1
"肾恶性肿瘤","心房纤维性颤动(心房纤颤)",1
"肾恶性肿瘤","心律失常",2
"肾恶性肿瘤","腰椎间盘脱出",1
"肾继发恶性肿瘤","腹膜后和腹膜继发性恶性肿瘤",1
"肾继发恶性肿瘤","肝继发性恶性肿瘤",1
"肾继发恶性肿瘤","泌尿道感染",1
"肾继发恶性肿瘤","前列腺增生",1
"肾良性肿瘤","高血压病",1
"肾良性肿瘤","泌尿道感染",1
"肾上腺恶性肿瘤","高血压病",1
"肾上腺继发恶性肿瘤","2型糖尿病",1
"肾上腺继发恶性肿瘤","低蛋白血症",1
"肾上腺继发恶性肿瘤","肺继发恶性肿瘤",5
"肾上腺继发恶性肿瘤","腹腔继发恶性肿瘤",1
"肾上腺继发恶性肿瘤","腹腔淋巴结继发恶性肿瘤",2
"肾上腺继发恶性肿瘤","腹水",3
"肾上腺继发恶性肿瘤","肝继发恶性肿瘤",4
"肾上腺继发恶性肿瘤","肝炎后肝硬化",1
"肾上腺继发恶性肿瘤","骨继发恶性肿瘤",1
"肾上腺继发恶性肿瘤","骨髓继发恶性肿瘤",1
"肾上腺继发恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"肾上腺继发恶性肿瘤","慢性乙型病毒性肝炎",2
"肾上腺继发恶性肿瘤","脑继发恶性肿瘤",3
"肾上腺继发恶性肿瘤","上消化道出血",1
"肾上腺继发恶性肿瘤","心包积液",1
"肾上腺继发恶性肿瘤","胸膜继发恶性肿瘤",2
"肾上腺良性肿瘤","高血压",1
"肾上腺良性肿瘤","高血压Ⅲ期",1
"肾上腺良性肿瘤","高血压I期",1
"肾上腺良性肿瘤","高血压病",1
"肾上腺良性肿瘤","贫血",1
"肾上腺良性肿瘤","前列腺炎",1
"肾上腺良性肿瘤","腔隙性脑梗死",1
"肾上腺良性肿瘤","输尿管结石",1
"肾上腺良性肿瘤","脂肪肝",2
"肾上腺皮质腺瘤","桡骨下端骨折",1
"肾上腺肿瘤","高血压I期",1
"肾上腺肿瘤","冠状动脉粥样硬化性心脏病",1
"肾上腺肿瘤","输尿管狭窄",1
"肾输尿管恶性肿瘤","急性失血性贫血",1
"肾输尿管恶性肿瘤","泌尿系统疾病",1
"肾输尿管恶性肿瘤","盆腔继发恶性肿瘤",1
"肾盂恶性肿瘤","高血压病",1
"肾盂恶性肿瘤","泌尿道感染",1
"肾盂恶性肿瘤","肾积水伴肾结石",1
"肾盂恶性肿瘤","输尿管恶性肿瘤",1
"肾盂恶性肿瘤","糖尿病",1
"肾盂恶性肿瘤","特指肾盂积水",2
"肾盂继发恶性肿瘤","高血压Ⅲ期",1
"肾盂肿瘤","泌尿道感染",1
"肾肿瘤","胆管结石伴胆囊炎",1
"肾肿瘤","肺肿瘤",1
"肾肿瘤","腹股沟疝",1
"肾肿瘤","腹腔积血",1
"肾肿瘤","后天性肾囊肿",1
"肾肿瘤","泌尿道感染",2
"肾肿瘤","脑梗死后遗症",1
"肾肿瘤","贫血",2
"肾肿瘤","前列腺增生",3
"肾肿瘤","肾错构瘤",1
"肾肿瘤","食管白斑",1
"肾肿瘤","糖尿病",1
"肾肿瘤","腺性膀胱炎",1
"肾肿瘤","血尿",1
"升结肠恶性肿瘤","2型糖尿病",3
"升结肠恶性肿瘤","2型糖尿病性神经炎",1
"升结肠恶性肿瘤","胆囊结石",1
"升结肠恶性肿瘤","低蛋白血症",1
"升结肠恶性肿瘤","低钾血症",1
"升结肠恶性肿瘤","多发性结肠息肉",1
"升结肠恶性肿瘤","肺继发恶性肿瘤",1
"升结肠恶性肿瘤","腹部恶性肿瘤",1
"升结肠恶性肿瘤","腹膜继发恶性肿瘤",1
"升结肠恶性肿瘤","肝继发恶性肿瘤",1
"升结肠恶性肿瘤","肝囊肿",1
"升结肠恶性肿瘤","肝脏结节",1
"升结肠恶性肿瘤","高血压I期",1
"升结肠恶性肿瘤","高血压病",8
"升结肠恶性肿瘤","骨继发恶性肿瘤",1
"升结肠恶性肿瘤","冠状动脉性心脏病",1
"升结肠恶性肿瘤","冠状动脉粥样硬化性心脏病",2
"升结肠恶性肿瘤","降结肠肿瘤",1
"升结肠恶性肿瘤","结肠息肉",1
"升结肠恶性肿瘤","淋巴结继发恶性肿瘤",1
"升结肠恶性肿瘤","卵巢囊肿",1
"升结肠恶性肿瘤","慢性失血性贫血",1
"升结肠恶性肿瘤","慢性胃炎",2
"升结肠恶性肿瘤","脑梗死",1
"升结肠恶性肿瘤","盆腔继发恶性肿瘤",1
"升结肠恶性肿瘤","缺铁性贫血",2
"升结肠恶性肿瘤","手术后切口血肿",1
"升结肠恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"升结肠恶性肿瘤","下肢深静脉血栓性静脉炎",1
"升结肠恶性肿瘤","眼球摘除术后状态",1
"升结肠恶性肿瘤","腰肌劳损",1
"升结肠恶性肿瘤","乙状结肠息肉",1
"升结肠恶性肿瘤","痔",1
"声门恶性肿瘤","高血压病",1
"声门恶性肿瘤","呼吸困难",1
"声门恶性肿瘤","全血细胞减少",1
"声门恶性肿瘤","双侧感音神经性耳聋",1
"声门恶性肿瘤","心律失常",1
"十二指肠恶性肿瘤","白癜风",1
"十二指肠恶性肿瘤","单纯性肾囊肿",1
"十二指肠恶性肿瘤","肝恶性肿瘤",1
"十二指肠恶性肿瘤","肝囊肿",1
"十二指肠恶性肿瘤","肝硬化",1
"十二指肠恶性肿瘤","肝脏结节",1
"十二指肠恶性肿瘤","梗阻性黄疸",1
"十二指肠恶性肿瘤","梗阻性黄疸(胆囊)",1
"十二指肠恶性肿瘤","急性弥漫性腹膜炎",1
"十二指肠恶性肿瘤","结肠原位癌",1
"十二指肠恶性肿瘤","慢性胃炎",1
"十二指肠恶性肿瘤","十二指肠梗阻",1
"十二指肠恶性肿瘤","十二指肠乳头炎",1
"十二指肠恶性肿瘤","食管白斑",1
"十二指肠恶性肿瘤","胃溃疡",1
"十二指肠恶性肿瘤","胃息肉",1
"十二指肠恶性肿瘤","中度贫血",1
"十二指肠良性肿瘤","腹水",1
"十二指肠良性肿瘤","高血压病",1
"十二指肠良性肿瘤","黄色瘤",1
"十二指肠良性肿瘤","结肠息肉",1
"十二指肠良性肿瘤","慢性萎缩性胃炎",2
"十二指肠良性肿瘤","慢性胃窦炎",1
"十二指肠良性肿瘤","慢性胃炎",2
"十二指肠良性肿瘤","食管白斑",2
"十二指肠良性肿瘤","食管良性肿瘤",1
"十二指肠良性肿瘤","胃结石",1
"十二指肠良性肿瘤","胃息肉",1
"十二指肠良性肿瘤","幽门溃疡伴出血",1
"十二指肠良性肿瘤","脂肪肝",1
"食道中上段恶性肿瘤","胆囊结石",1
"食道中上段恶性肿瘤","高血压I期",1
"食道中上段恶性肿瘤","高血压病",1
"食道中上段恶性肿瘤","腔隙性脑梗死",1
"食道中上段恶性肿瘤","声带麻痹",1
"食道中上段恶性肿瘤","食管梗阻",1
"食道中下段恶性肿瘤","肝继发恶性肿瘤",1
"食道中下段恶性肿瘤","骨继发恶性肿瘤",1
"食管贲门连接处恶性肿瘤","2型糖尿病",1
"食管贲门连接处恶性肿瘤","肝恶性肿瘤",1
"食管贲门连接处恶性肿瘤","肝占位性病变",1
"食管贲门连接处恶性肿瘤","高血压Ⅲ期",1
"食管贲门连接处恶性肿瘤","高血压病",4
"食管贲门连接处恶性肿瘤","冠状动脉狭窄",1
"食管贲门连接处恶性肿瘤","急性上呼吸道感染",1
"食管贲门连接处恶性肿瘤","脑梗死后遗症",1
"食管贲门连接处恶性肿瘤","糖尿病",1
"食管贲门连接处恶性肿瘤","胃溃疡",1
"食管贲门连接处恶性肿瘤","心房颤动",1
"食管恶性肿瘤，未特指","低钾血症",1
"食管恶性肿瘤，未特指","腹膜继发恶性肿瘤",1
"食管恶性肿瘤，未特指","高血压Ⅲ",1
"食管恶性肿瘤，未特指","霉菌性食管炎",1
"食管恶性肿瘤，未特指","脑继发恶性肿瘤",1
"食管恶性肿瘤，未特指","胸膜继发性恶性肿瘤",1
"食管恶性肿瘤，未特指","坠积性肺炎",1
"食管恶性肿瘤","2型糖尿病",5
"食管恶性肿瘤","贲门恶性肿瘤",3
"食管恶性肿瘤","鼻腔肿瘤",1
"食管恶性肿瘤","病毒性肝炎带菌者",1
"食管恶性肿瘤","不稳定性心绞痛",1
"食管恶性肿瘤","残胃恶性肿瘤",1
"食管恶性肿瘤","残胃溃疡",2
"食管恶性肿瘤","残胃炎",4
"食管恶性肿瘤","肠出血",1
"食管恶性肿瘤","陈旧性肺结核",1
"食管恶性肿瘤","陈旧性心肌梗死",2
"食管恶性肿瘤","单纯性肾囊肿",1
"食管恶性肿瘤","胆囊结石",1
"食管恶性肿瘤","胆囊息肉",1
"食管恶性肿瘤","氮质血症",1
"食管恶性肿瘤","低蛋白血症",5
"食管恶性肿瘤","低钾血症",1
"食管恶性肿瘤","电解质代谢紊乱",2
"食管恶性肿瘤","动脉硬化性心脏病",1
"食管恶性肿瘤","恶病质",3
"食管恶性肿瘤","反流性食管炎",1
"食管恶性肿瘤","放射性肺炎",1
"食管恶性肿瘤","非胰岛素依赖型糖尿病",1
"食管恶性肿瘤","肺不典型增生",1
"食管恶性肿瘤","肺部感染",9
"食管恶性肿瘤","肺大泡",2
"食管恶性肿瘤","肺大泡破裂",1
"食管恶性肿瘤","肺恶性肿瘤",2
"食管恶性肿瘤","肺继发恶性肿瘤",9
"食管恶性肿瘤","肺继发性恶性肿瘤",1
"食管恶性肿瘤","肺气肿",1
"食管恶性肿瘤","肺栓塞",1
"食管恶性肿瘤","肺炎",2
"食管恶性肿瘤","风湿性二尖瓣狭窄伴关闭不全",1
"食管恶性肿瘤","风湿性心脏病",1
"食管恶性肿瘤","副脾",1
"食管恶性肿瘤","腹腔继发恶性肿瘤",1
"食管恶性肿瘤","腹腔淋巴结继发恶性肿瘤",2
"食管恶性肿瘤","肝继发恶性肿瘤",5
"食管恶性肿瘤","肝继发性恶性肿瘤",4
"食管恶性肿瘤","肝囊肿",2
"食管恶性肿瘤","肝血管瘤病",2
"食管恶性肿瘤","肝硬化失代偿期",1
"食管恶性肿瘤","高血压",5
"食管恶性肿瘤","高血压Ⅱ",1
"食管恶性肿瘤","高血压Ⅱ期",4
"食管恶性肿瘤","高血压I",2
"食管恶性肿瘤","高血压I期",1
"食管恶性肿瘤","高血压病",15
"食管恶性肿瘤","骨继发恶性肿瘤",3
"食管恶性肿瘤","冠状动脉粥样硬化性心脏病",3
"食管恶性肿瘤","颌下腺继发恶性肿瘤",1
"食管恶性肿瘤","呼吸衰竭",2
"食管恶性肿瘤","呼吸性碱中毒",1
"食管恶性肿瘤","急性上呼吸道感染",1
"食管恶性肿瘤","急性上消化道出血",3
"食管恶性肿瘤","急性咽喉炎",1
"食管恶性肿瘤","甲状旁腺功能减退症",1
"食管恶性肿瘤","甲状腺功能减退症，未特指",1
"食管恶性肿瘤","甲状腺机能亢进",1
"食管恶性肿瘤","甲状腺肿瘤",1
"食管恶性肿瘤","降主动脉夹层",1
"食管恶性肿瘤","结肠息肉",1
"食管恶性肿瘤","颈部继发性恶性肿瘤",4
"食管恶性肿瘤","颈部淋巴结继发恶性肿瘤",6
"食管恶性肿瘤","颈椎退行性病变",1
"食管恶性肿瘤","扩张型心肌病",1
"食管恶性肿瘤","粒细胞缺乏",1
"食管恶性肿瘤","淋巴结继发恶性肿瘤",1
"食管恶性肿瘤","淋巴结继发性和未特指恶性肿瘤，未特指",1
"食管恶性肿瘤","慢性浅表性胃炎",5
"食管恶性肿瘤","慢性萎缩性胃炎",8
"食管恶性肿瘤","慢性胃炎",9
"食管恶性肿瘤","慢性乙型病毒性肝炎",1
"食管恶性肿瘤","慢性支气管炎",2
"食管恶性肿瘤","慢性阻塞性肺病",1
"食管恶性肿瘤","慢性阻塞性肺疾病",1
"食管恶性肿瘤","脑梗塞",1
"食管恶性肿瘤","脑梗死",1
"食管恶性肿瘤","脑梗死后遗症",1
"食管恶性肿瘤","盆腔继发恶性肿瘤",1
"食管恶性肿瘤","皮层下动脉硬化性脑病",1
"食管恶性肿瘤","其他特指的贫血",1
"食管恶性肿瘤","前列腺增生",1
"食管恶性肿瘤","轻度贫血",1
"食管恶性肿瘤","缺血性心肌病",1
"食管恶性肿瘤","上消化道出血",3
"食管恶性肿瘤","肾功能异常",1
"食管恶性肿瘤","肾继发恶性肿瘤",1
"食管恶性肿瘤","声带麻痹",2
"食管恶性肿瘤","失血性贫血",1
"食管恶性肿瘤","失血性休克",1
"食管恶性肿瘤","十二指肠溃疡",1
"食管恶性肿瘤","食管的其他特指疾病",1
"食管恶性肿瘤","食管静脉曲张",1
"食管恶性肿瘤","食管瘘",1
"食管恶性肿瘤","食管胃吻合口瘘",2
"食管恶性肿瘤","食管胃吻合口狭窄",3
"食管恶性肿瘤","食管胃吻合口炎",1
"食管恶性肿瘤","食管狭窄",1
"食管恶性肿瘤","食管炎",2
"食管恶性肿瘤","食管支气管瘘",3
"食管恶性肿瘤","手术后恶性肿瘤化学治疗",1
"食管恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",3
"食管恶性肿瘤","锁骨上淋巴结结核",1
"食管恶性肿瘤","糖尿病",1
"食管恶性肿瘤","特指手术后状态",1
"食管恶性肿瘤","特指消化器官继发性恶性肿瘤",1
"食管恶性肿瘤","胃窦炎",2
"食管恶性肿瘤","胃恶性肿瘤",3
"食管恶性肿瘤","胃恶性肿瘤，未特指",1
"食管恶性肿瘤","胃溃疡",1
"食管恶性肿瘤","胃良性肿瘤",1
"食管恶性肿瘤","胃息肉",5
"食管恶性肿瘤","心包积液",1
"食管恶性肿瘤","心房颤动",2
"食管恶性肿瘤","心功能Ⅳ级",1
"食管恶性肿瘤","心律失常",4
"食管恶性肿瘤","胸腹主动脉瘤",2
"食管恶性肿瘤","胸膜继发恶性肿瘤",1
"食管恶性肿瘤","胸内淋巴结继发恶性肿瘤",1
"食管恶性肿瘤","胸腔积液",6
"食管恶性肿瘤","眩晕综合征",1
"食管恶性肿瘤","腰椎间盘脱出",1
"食管恶性肿瘤","液气胸",2
"食管恶性肿瘤","营养不良",1
"食管恶性肿瘤","疣状胃(胃窦)炎",1
"食管恶性肿瘤","疣状胃炎",1
"食管恶性肿瘤","真菌性食管炎",1
"食管恶性肿瘤","阵发性心房纤颤",1
"食管恶性肿瘤","支气管肺炎",1
"食管恶性肿瘤","支气管扩张合并感染",1
"食管恶性肿瘤","支气管瘘",1
"食管恶性肿瘤","脂肪肝",3
"食管恶性肿瘤","直肠息肉",1
"食管恶性肿瘤","中度贫血",1
"食管恶性肿瘤","子宫内膜炎",1
"食管恶性肿瘤","纵隔继发恶性肿瘤",4
"食管恶性肿瘤","纵隔继发性恶性肿瘤",1
"食管恶性肿瘤","纵隔淋巴结继发恶性肿瘤",5
"食管恶性肿瘤","纵隔淋巴结肿大",1
"食管恶性肿瘤","阻塞性肺气肿",1
"食管继发恶性肿瘤","2型糖尿病",1
"食管继发恶性肿瘤","肺部感染",1
"食管继发恶性肿瘤","脑梗死",1
"食管继发恶性肿瘤","上消化道出血",1
"食管继发恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"食管良性肿瘤","2型糖尿病",2
"食管良性肿瘤","Brunner's腺瘤 (十二指肠腺腺瘤)",1
"食管良性肿瘤","巴雷特食管",2
"食管良性肿瘤","贲门良性肿瘤",3
"食管良性肿瘤","贲门糜烂",2
"食管良性肿瘤","贲门撕裂症",1
"食管良性肿瘤","贲门炎",1
"食管良性肿瘤","残胃吻合口炎",1
"食管良性肿瘤","残胃炎",1
"食管良性肿瘤","肠道菌群失调",14
"食管良性肿瘤","单纯性肾囊肿",2
"食管良性肿瘤","胆囊结石",1
"食管良性肿瘤","胆囊息肉",1
"食管良性肿瘤","低钾血症",1
"食管良性肿瘤","低钠血症",1
"食管良性肿瘤","多发性结肠息肉",1
"食管良性肿瘤","多囊肾",1
"食管良性肿瘤","反流性食管炎",3
"食管良性肿瘤","肥大性咽炎",1
"食管良性肿瘤","肺炎",1
"食管良性肿瘤","复合性溃疡",2
"食管良性肿瘤","肝囊肿",2
"食管良性肿瘤","肝血管瘤病",1
"食管良性肿瘤","高甘油三酯血症",1
"食管良性肿瘤","高血压Ⅱ期",2
"食管良性肿瘤","高血压Ⅲ期",1
"食管良性肿瘤","高血压I",3
"食管良性肿瘤","高血压I期",3
"食管良性肿瘤","高血压病",11
"食管良性肿瘤","高脂血症",10
"食管良性肿瘤","宫颈囊肿",1
"食管良性肿瘤","冠状动脉粥样硬化性心脏病",1
"食管良性肿瘤","后天性食管憩室",1
"食管良性肿瘤","黄色瘤",2
"食管良性肿瘤","急性肝衰竭",1
"食管良性肿瘤","急性咽炎",1
